OACI;CIAD;Nome;Município;UF;Tipo;LATGEOPOINT;LONGEOPOINT;Latitude;Longitude;Altitude;Operação Diurna;Operação Noturna;Rampa de Aproximação;Formato da Área de Pouso;Dimensões;Resistência do Pavimento;Superfície;Validade do Registro;Portaria de Registro;Link Portaria;Luzes de Aproximação;Luzes de Área de Toque e Elevação Inicial (TLOF);Indicador Visual de Rampa de Aproximação;Luzes Indicadoras de Área de Aproximação Final de Decolagem (FATO);Luzes de Obstáculo;Luzes de Ponto de Vizada de Heliponto
SJKF;SP0631;Lago Azul;ARAÇOIABA DA SERRA;São Paulo;No solo;-23,508889;-47,5825;23°30'32.0"S;047°34'57.0"W;612,0;VFR;Sem Operação;20;Quadrado;18 m;3,00;Grama;26/10/2030;PA2020-2828;https://pergamum.anac.gov.br/arquivos/PA2020-2828.pdf;;;;;;
SSXE;SP0856;Monumental Business;SÃO CAETANO DO SUL;São Paulo;Elevado;-23,614444;-46,569167;23°36'52.7"S;046°34'09.4"W;811,0;VFR;VFR;9 36;Quadrado;19,5 m;4,00;Concreto;01/04/2029;PA2019-0921;https://pergamum.anac.gov.br/arquivos/PA2019-0921.pdf;;;;;;
SSXK;SP0789;Kartódromo Ayrton Senna;SÃO PAULO;São Paulo;No solo;-23,703056;-46,6925;23°42'11.0"S;046°41'33.0"W;776,0;VFR;;14 32;Quadrado;19,5 m;15,00;Concreto;13/11/2022;PA2019-1161;https://pergamum.anac.gov.br/arquivos/PA2019-1161.pdf;;;;;;
SSSJ;PA0158;HSM;BELÉM;Pará;No solo;-1,4377778;-48,468611;01°26'16.0"S;048°28'07.0"W;53,0;VFR;VFR;19;Quadrado;18,6 m;4,00;Concreto;19/11/2022;PA2018-2381;https://pergamum.anac.gov.br/arquivos/PA2018-2381.pdf;;;;;;
SIVX;SP0566;Cia. Brasileira de Alumínio;ALUMÍNIO;São Paulo;No solo;-23,516667;-47,266667;23°31'00.0"S;047°16'00.0"W;870,0;VFR;VFR;2 20;Quadrado;27,9 m;6,00;Concreto;09/09/2023;PA2013-2318;https://pergamum.anac.gov.br/arquivos/PA2013-2318.pdf;;;;;;
SIQB;RJ0088;Vila Velha;ANGRA DOS REIS;Rio de Janeiro;No solo;-23,024444;-44,342778;23°01'28.0"S;044°20'34.0"W;24,0;VFR;VFR;31;Quadrado;21 m;4,00;Concreto;21/10/2025;PA2015-2811;https://pergamum.anac.gov.br/arquivos/PA2015-2811.pdf;;;;;;
SIHC;ES0016;Cel PM Cícero Dantas dos Santos;VITÓRIA;Espírito Santo;No solo;-20,293611;-40,3125;20°17'37.0"S;040°18'45.0"W;19,0;VFR;VFR;24;Quadrado;20 m;5,00;Concreto;02/05/2023;PA2014-2184;https://pergamum.anac.gov.br/arquivos/PA2014-2184.pdf;;;;;;
SIHL;RJ0081;Rio Centro;RIO DE JANEIRO;Rio de Janeiro;No solo;-22,978611;-43,409167;22°58'43.0"S;043°24'33.0"W;10,0;VFR;VFR;24;Quadrado;28,5 m;9,00;Concreto;13/02/2023;PA2013-0380;https://pergamum.anac.gov.br/arquivos/PA2013-0380.pdf;;;;;;
SILR;SP0523;One Hundred;SÃO PAULO;São Paulo;Elevado;-23,594722;-46,684167;23°35'41.0"S;046°41'03.0"W;777,0;VFR;VFR;31;Quadrado;21 m;5,00;Concreto;06/03/2023;PA2013-0566;https://pergamum.anac.gov.br/arquivos/PA2013-0566.pdf;;;;;;
SJRE;SP0651;Vila Adail;ELIAS FAUSTO;São Paulo;No solo;-23,049722;-47,389722;23°02'59.0"S;047°23'23.0"W;602,0;VFR;VFR;14;Quadrado;24 m;4,25;Concreto;21/07/2031;PA2021-5357;https://pergamum.anac.gov.br/arquivos/PA2021-5357.pdf;;;;;;
SJBG;SP0594;Birmann 31;SÃO PAULO;São Paulo;Elevado;-23,59;-46,681944;23°35'24.0"S;046°40'55.0"W;798,0;VFR;VFR;11;Quadrado;21 m;4,00;Concreto;15/03/2023;PA2013-0679;https://pergamum.anac.gov.br/arquivos/PA2013-0679.pdf;;;;;;
SICC;SP0472;Fazenda Campo Alto;ARARAS;São Paulo;No solo;-22,388889;-47,286667;22°23'20.0"S;047°17'12.0"W;630,0;VFR;VFR;1 19;Quadrado;30 m;10,00;Concreto;11/09/2024;PA2014-2126;https://pergamum.anac.gov.br/arquivos/PA2014-2126.pdf;;;;;;
SJVJ;SP0671;VCP Jacareí;JACAREÍ;São Paulo;No solo;-23,374444;-46,0225;23°22'28.0"S;046°01'21.0"W;591,0;VFR;;5 30;Quadrado;25,5 m;6,00;Concreto;07/11/2024;PA2014-2629;https://pergamum.anac.gov.br/arquivos/PA2014-2629.pdf;;;;;;
SJWU;MA0066;Dimensão Indústria;SÃO LUÍS;Maranhão;No solo;-2,6586111;-44,301111;02°39'31.0"S;044°18'04.0"W;28,0;VFR;VFR;6 24;Quadrado;20 m;3,00;Concreto;30/06/2025;PA2015-1617;https://pergamum.anac.gov.br/arquivos/PA2015-1617.pdf;;;;;;
SJXD;MG0245;Escarpas;CAPITÓLIO;Minas Gerais;No solo;-20,64;-46,005;20°38'24.0"S;046°00'18.0"W;793,0;VFR;Sem Operação;36;Quadrado;18 m;2,00;Concreto;05/07/2031;PA2021-5312;https://pergamum.anac.gov.br/arquivos/PA2021-5312.pdf;;;;;;
SNND;RJ0131;Piraquê II;QUEIMADOS;Rio de Janeiro;No solo;-22,741944;-43,621944;22°44'31.0"S;043°37'19.0"W;23,0;VFR;VFR;19;Quadrado;24 m;5,00;Concreto;30/06/2025;PA2015-1616;https://pergamum.anac.gov.br/arquivos/PA2015-1616.pdf;;;;;;
SWFS;SP0803;Fazenda São Francisco;MOGI MIRIM;São Paulo;No solo;-22,382778;-47,008889;22°22'58.0"S;047°00'32.0"W;655,0;VFR;VFR;10;Quadrado;24 m;6,00;Grama;15/05/2023;PA2013-1211;https://pergamum.anac.gov.br/arquivos/PA2013-1211.pdf;;;;;;
SJXN;MG0247;Niquini;BETIM;Minas Gerais;No solo;-19,961667;-44,071667;19°57'42.0"S;044°04'18.0"W;1042,0;VFR;;15;Quadrado;18 m;3,00;Concreto;11/06/2025;PA2015-1407;https://pergamum.anac.gov.br/arquivos/PA2015-1407.pdf;;;;;;
SDTT;RS0103;Região das Hortênsias;GRAMADO;Rio Grande do Sul;No solo;-29,361389;-50,853056;29°21'41.6"S;050°51'11.2"W;827,0;VFR;VFR;1;Quadrado;19,5 m;5,00;Concreto;30/05/2023;PA2013-1096;https://pergamum.anac.gov.br/arquivos/PA2013-1096.pdf;;;;;;
SINL;SC0057;Costão;FLORIANÓPOLIS;Santa Catarina;No solo;-27,463611;-48,3825;27°27'49.0"S;048°22'57.0"W;42,0;VFR;VFR;14 32;Quadrado;18 m;6,00;Concreto;10/06/2023;PA2013-1478;https://pergamum.anac.gov.br/arquivos/PA2013-1478.pdf;;;;;;
SILE;PE0030;Usina Trapiche S/A;SIRINHAÉM;Pernambuco;No solo;-8,5794444;-35,128056;08°34'46.0"S;035°07'41.0"W;10,0;VFR;VFR;17 32;Quadrado;19,5 m;3,00;Paralelepípedo;10/06/2023;PA2013-1481;https://pergamum.anac.gov.br/arquivos/PA2013-1481.pdf;;;;;;
SDWP;RJ0061;Pontal de Itapirapuan;ANGRA DOS REIS;Rio de Janeiro;No solo;-22,957778;-44,338056;22°57'28.0"S;044°20'17.0"W;4,0;VFR;VFR;3 18;Quadrado;18 m;4,50;Concreto;27/08/2025;PA2015-2271;https://pergamum.anac.gov.br/arquivos/PA2015-2271.pdf;;;;;;
SIZT;SP0583;Taxaquara Golf Club;SÃO ROQUE;São Paulo;No solo;-23,523611;-47,088056;23°31'25.0"S;047°05'17.0"W;938,0;VFR;VFR;26;Quadrado;18 m;3,00;Concreto;26/01/2025;PA2015-0183;https://pergamum.anac.gov.br/arquivos/PA2015-0183.pdf;;;;;;
SIIX;SP0508;Bira Guimarães;IGARATÁ;São Paulo;No solo;-23,195278;-46,094722;23°11'43.0"S;046°05'41.0"W;698,0;VFR;VFR;15;Quadrado;21 m;4,25;Concreto;22/05/2025;PA2015-1207;https://pergamum.anac.gov.br/arquivos/PA2015-1207.pdf;;;;;;
SSTH;PE0052;SESC Triunfo;TRIUNFO;Pernambuco;No solo;-7,8427778;-38,108889;07°50'34.0"S;038°06'32.0"W;1092,0;VFR;;35;Quadrado;21 m;6,00;Grama;27/08/2025;PA2015-2274;https://pergamum.anac.gov.br/arquivos/PA2015-2274.pdf;;;;;;
SILX;SP0525;Locar;GUARULHOS;São Paulo;Elevado;-23,471111;-46,483333;23°28'16.0"S;046°29'00.0"W;735,0;VFR;VFR;36;Quadrado;18 m;3,00;Concreto;06/05/2025;PA2015-1048;https://pergamum.anac.gov.br/arquivos/PA2015-1048.pdf;;;;;;
SSIV;MA0069;Delta;SÃO JOSÉ DE RIBAMAR;Maranhão;No solo;-2,4777778;-44,183889;02°28'40.0"S;044°11'02.0"W;43,0;VFR;VFR;4;Quadrado;18 m;3,00;Grama;16/07/2025;PA2015-1860;https://pergamum.anac.gov.br/arquivos/PA2015-1860.pdf;;;;;;
SIIQ;SP0505;Palácio Boa Vista;CAMPOS DO JORDÃO;São Paulo;No solo;-22,735;-45,606667;22°44'06.2"S;045°36'24.0"W;1772,0;VFR;VFR;27;Quadrado;30 m;10,00;Asfalto;15/10/2025;PA2015-2925;https://pergamum.anac.gov.br/arquivos/PA2015-2925.pdf;;;;;;
SICE;MA0057;Central Engenharia;SÃO LUÍS;Maranhão;No solo;-2,5352778;-44,299722;02°32'07.0"S;044°17'59.0"W;19,0;VFR;;11 29;Quadrado;18 m;3,00;Concreto;09/10/2025;PA2015-2677;https://pergamum.anac.gov.br/arquivos/PA2015-2677.pdf;;;;;;
SSMU;RS0113;Magnum;CACHOEIRINHA;Rio Grande do Sul;No solo;-29,948056;-51,105278;29°56'53.0"S;051°06'19.0"W;20,0;VFR;VFR;19;Quadrado;12 m;2,00;Grama;16/12/2030;PA2020-3521;https://pergamum.anac.gov.br/arquivos/PA2020-3521.pdf;;;;;;
SIVL;CE0040;Del Rio;MARACANAÚ;Ceará;Elevado;-3,8652778;-38,592778;03°51'55.6"S;038°35'34.0"W;58,0;VFR;VFR;1;Quadrado;19,3 m;2,00;Concreto;18/11/2025;PA2015-3054;https://pergamum.anac.gov.br/arquivos/PA2015-3054.pdf;;;;;;
SILF;SP0520;New Century;SÃO PAULO;São Paulo;Elevado;-23,5875;-46,680278;23°35'15.0"S;046°40'49.0"W;820,0;VFR;VFR;32;Quadrado;21 m;4,25;Concreto;06/03/2023;PA2013-0572;https://pergamum.anac.gov.br/arquivos/PA2013-0572.pdf;;;;;;
SNSX;CE0054;Apodi Quixeré;QUIXERÉ;Ceará;No solo;-5,0422222;-37,778611;05°02'32.4"S;037°46'43.0"W;125,0;VFR;VFR;10;Quadrado;24 m;5,00;Concreto;23/12/2025;PA2015-3393;https://pergamum.anac.gov.br/arquivos/PA2015-3393.pdf;;;;;;
SSOF;PR0143;Ouro Verde;CURITIBA;Paraná;No solo;-25,507778;-49,332222;25°30'28.5"S;049°19'56.0"W;962,0;VFR;VFR;13;Quadrado;19,5 m;5,00;Concreto;28/12/2025;PA2015-3437;https://pergamum.anac.gov.br/arquivos/PA2015-3437.pdf;;;;;;
SNHN;MG0253;EFAI;CONTAGEM;Minas Gerais;No solo;-19,890833;-44,055278;19°53'27.0"S;044°03'19.0"W;888,0;VFR;VFR;14;Quadrado;21 m;5,00;Concreto;21/07/2031;PA2021-5450;https://pergamum.anac.gov.br/arquivos/PA2021-5450.pdf;;;;;;
SDEH;AM0056;Hospital Zona Norte;MANAUS;Amazonas;Elevado;-2,9980556;-60,03;02°59'53.0"S;060°01'48.0"W;110,0;VFR;VFR;27;Quadrado;20,52 m;5,00;Concreto;17/05/2026;PA2016-1204;https://pergamum.anac.gov.br/arquivos/PA2016-1204.pdf;;;;;;
SJES;SP0615;Main Estate;GUARULHOS;São Paulo;Elevado;-23,458056;-46,471667;23°27'29.0"S;046°28'18.0"W;783,0;VFR;VFR;4;Quadrado;21 m;5,00;Concreto;26/01/2025;PA2015-0171;https://pergamum.anac.gov.br/arquivos/PA2015-0171.pdf;;;;;;
SIQT;SP0543;Quinta da Baroneza I;BRAGANÇA PAULISTA;São Paulo;No solo;-22,977222;-46,703889;22°58'38.0"S;046°42'14.0"W;758,0;VFR;VFR;11;Quadrado;21 m;4,50;Grama;26/01/2025;PA2015-0177;https://pergamum.anac.gov.br/arquivos/PA2015-0177.pdf;;;;;;
SINO;SC0058;Innovare Hotel;BRUSQUE;Santa Catarina;No solo;-27,096111;-48,913889;27°05'46.0"S;048°54'50.0"W;76,0;VFR;VFR;18 36;Quadrado;18 m;3,00;Concreto;29/01/2026;PA2016-0186;https://pergamum.anac.gov.br/arquivos/PA2016-0186.pdf;;;;;;
SJMC;SP0633;Monte Carlo Trade Center;BARUERI;São Paulo;Elevado;-23,493056;-46,851944;23°29'35.0"S;046°51'07.0"W;841,0;VFR;VFR;17 26;Quadrado;18 m;3,00;Concreto;08/06/2025;PA2015-1366;https://pergamum.anac.gov.br/arquivos/PA2015-1366.pdf;;;;;;
SDEL;SP0319;Condomínio Edifício Spazio JK;SÃO PAULO;São Paulo;Elevado;-23,591111;-46,685556;23°35'28.0"S;046°41'08.0"W;818,0;VFR;VFR;15 36;Quadrado;21 m;4,50;Concreto;06/03/2023;PA2017-0153;https://pergamum.anac.gov.br/arquivos/PA2017-0153.pdf;;;;;;
SDPL;SP0403;Ibirapuera Park Hotel Ltda;SÃO PAULO;São Paulo;Elevado;-23,592778;-46,649444;23°35'34.0"S;046°38'58.0"W;825,0;VFR;VFR;2 22;Quadrado;19,5 m;4,50;Concreto;19/08/2021;PA2017-2033;https://pergamum.anac.gov.br/arquivos/PA2017-2033.pdf;;;;;;
SJCL;SP0606;Comando Piloto;SÃO JOSÉ DO RIO PARDO;São Paulo;No solo;-21,616389;-46,875278;21°36'59.0"S;046°52'31.0"W;839,0;VFR;;14 32;Quadrado;21 m;4,00;Grama;22/12/2027;PA2017-4067;https://pergamum.anac.gov.br/arquivos/PA2017-4067.pdf;;;;;;
SNOO;MG0258;EDIFÍCIO THE ONE;BELO HORIZONTE;Minas Gerais;Elevado;-19,946111;-43,956944;19°56'46.0"S;043°57'25.0"W;1062,0;VFR;VFR;31;Quadrado;21 m;4,50;Concreto;11/02/2025;PA2015-0335;https://pergamum.anac.gov.br/arquivos/PA2015-0335.pdf;;;;;;
SNEX;SP0697;Edifício Luxor;SOROCABA;São Paulo;Elevado;-23,519444;-47,463333;23°31'10.0"S;047°27'48.0"W;650,0;VFR;VFR;27;Quadrado;18 m;3,00;Concreto;27/03/2028;PA2018-0977;https://pergamum.anac.gov.br/arquivos/PA2018-0977.pdf;;;;;;
SSNC;MG0270;Minas de Conceição;ITABIRA;Minas Gerais;No solo;-19,650556;-43,253056;19°39'02.0"S;043°15'11.0"W;931,0;VFR;VFR;30;Quadrado;21,45 m;6,00;Concreto;16/04/2028;PA2018-1090;https://pergamum.anac.gov.br/arquivos/PA2018-1090.pdf;;;;;;
SSIP;SC0092;Interpolos;TIMBÓ;Santa Catarina;No solo;-26,8475;-49,2675;26°50'51.6"S;049°16'03.3"W;64,0;VFR;VFR;20;Quadrado;20 m;6,00;Concreto;29/01/2026;PA2019-1103;https://pergamum.anac.gov.br/arquivos/PA2019-1103.pdf;;;;;;
SSCS;SP0745;Continental Square;SÃO PAULO;São Paulo;Elevado;-23,595556;-46,683889;23°35'44.8"S;046°41'02.4"W;820,0;VFR;VFR;32;Quadrado;21 m;6,00;Concreto;04/03/2023;PA2013-1033;https://pergamum.anac.gov.br/arquivos/PA2013-1033.pdf;;;;;;
SIHO;SP0501;Kia;ITU;São Paulo;Elevado;-23,284167;-47,290833;23°17'03.0"S;047°17'27.0"W;634,0;VFR;VFR;15 33;Quadrado;20 m;4,00;Concreto;02/05/2023;PA2013-1093;https://pergamum.anac.gov.br/arquivos/PA2013-1093.pdf;;;;;;
SJRN;RS0109;Carlos Gomes Center;PORTO ALEGRE;Rio Grande do Sul;Elevado;-30,031389;-51,176667;30°01'53.0"S;051°10'36.0"W;128,0;VFR;VFR;13 24;Quadrado;21 m;4,25;Concreto;27/07/2031;PA2021-5481;https://pergamum.anac.gov.br/arquivos/PA2021-5481.pdf;;;;;;
SSMA;SP0760;Spasse;RIBEIRÃO PRETO;São Paulo;Elevado;-21,201111;-47,795833;21°12'04.0"S;047°47'45.0"W;604,0;VFR;VFR;16 25;Quadrado;21 m;4,25;Concreto;10/01/2022;PA2012-0063;https://pergamum.anac.gov.br/arquivos/PA2012-0063.pdf;;;;;;
SWKG;RJ0160;Ilha da Gipóia;ANGRA DOS REIS;Rio de Janeiro;No solo;-23,05;-44,347778;23°03'00.0"S;044°20'52.0"W;34,0;VFR;VFR;34;Quadrado;21 m;5,00;Grama;04/06/2028;PA2018-1613;https://pergamum.anac.gov.br/arquivos/PA2018-1613.pdf;;;;;;
SIKE;CE0035;Wobben Windpower;CAUCAIA;Ceará;No solo;-3,6202778;-38,848056;03°37'13.0"S;038°50'53.0"W;53,0;VFR;;13;Quadrado;20 m;3,00;Concreto;11/08/2024;PA2014-1860;https://pergamum.anac.gov.br/arquivos/PA2014-1860.pdf;;;;;;
SJWY;DF0014;Parqway;BRASÍLIA;Distrito Federal;No solo;-15,910833;-47,973056;15°54'39.0"S;047°58'23.0"W;1135,0;VFR;VFR;6 18;Quadrado;18 m;4,65;Concreto;15/05/2023;PA2013-1219;https://pergamum.anac.gov.br/arquivos/PA2013-1219.pdf;;;;;;
SJFE;BA0202;Condomínio Jacumã Ocean Resort;PORTO SEGURO;Bahia;No solo;-16,705556;-39,109167;16°42'20.0"S;039°06'33.0"W;4,0;VFR;VFR;28;Quadrado;21 m;4,00;Concreto;26/03/2031;PA2021-4584;https://pergamum.anac.gov.br/arquivos/PA2021-4584.pdf;;;;;;
SDHQ;SP0347;Shopping Leste Aricanduva;SÃO PAULO;São Paulo;No solo;-23,5675;-46,504722;23°34'03.0"S;046°30'17.0"W;742,0;VFR;;7 34;Quadrado;18 m;2,00;Asfalto;07/10/2023;PA2013-2598;https://pergamum.anac.gov.br/arquivos/PA2013-2598.pdf;;;;;;
SISE;RS0106;Sementes Roos;NÃO-ME-TOQUE;Rio Grande do Sul;No solo;-28,443333;-52,813889;28°26'36.0"S;052°48'50.0"W;525,0;VFR;VFR;2 20;Quadrado;23 m;5,00;Concreto;09/10/2025;PA2015-2927;https://pergamum.anac.gov.br/arquivos/PA2015-2927.pdf;;;;;;
SJHC;RJ0106;Canal;CABO FRIO;Rio de Janeiro;No solo;-22,871944;-42,011389;22°52'19.0"S;042°00'41.0"W;2,0;VFR;VFR;18;Quadrado;22 m;5,00;Grama;03/12/2030;PA2020-3180;https://pergamum.anac.gov.br/arquivos/PA2020-3180.pdf;;;;;;
SIYB;SP0576;Comercial Aquidabã;CAMPINAS;São Paulo;Elevado;-22,911111;-47,055;22°54'40.0"S;047°03'18.0"W;768,0;VFR;VFR;22;Quadrado;21 m;4,25;Concreto;18/05/2025;PA2015-1178;https://pergamum.anac.gov.br/arquivos/PA2015-1178.pdf;;;;;;
SDKU;SP0376;Itanhangá;INDAIATUBA;São Paulo;No solo;-23,056389;-47,185278;23°03'23.0"S;047°11'07.0"W;632,0;VFR;VFR;15;Quadrado;21 m;4,50;Grama;21/03/2022;PA2014-2256;https://pergamum.anac.gov.br/arquivos/PA2014-2256.pdf;;;;;;
SIRY;SP0547;Hiper-Bergamini;SÃO PAULO;São Paulo;Elevado;-23,465278;-46,582222;23°27'55.0"S;046°34'56.0"W;756,0;VFR;VFR;20;Quadrado;24 m;6,00;Concreto;11/03/2024;PA2014-0548;https://pergamum.anac.gov.br/arquivos/PA2014-0548.pdf;;;;;;
SIDE;SP0479;Polícia Federal;SÃO PAULO;São Paulo;Elevado;-23,511389;-46,704444;23°30'41.0"S;046°42'16.0"W;743,0;VFR;VFR;17 35;Quadrado;26 m;6,00;Concreto;24/01/2023;PA2013-0197;https://pergamum.anac.gov.br/arquivos/PA2013-0197.pdf;;;;;;
SJXK;SP0677;Eldorado;SÃO PAULO;São Paulo;Elevado;-23,573056;-46,6975;23°34'23.0"S;046°41'51.0"W;863,0;VFR;VFR;29;Quadrado;24 m;5,31;Concreto;19/05/2031;PA2021-4963;https://pergamum.anac.gov.br/arquivos/PA2021-4963.pdf;;;;;;
SILP;SP0522;Lojas Cem;SALTO;São Paulo;No solo;-23,152222;-47,267778;23°09'08.9"S;047°16'04.0"W;604,0;VFR;VFR;34;Quadrado;21 m;5,00;Concreto;16/10/2022;PA2012-2165;https://pergamum.anac.gov.br/arquivos/PA2012-2165.pdf;;;;;;
SNNT;PE0046;Lagoa do Cavalo;GRAVATÁ;Pernambuco;No solo;-8,1730556;-35,638333;08°10'23.0"S;035°38'18.0"W;525,0;VFR;VFR;16 34;Quadrado;23 m;3,00;Grama;01/07/2023;PA2013-1662;https://pergamum.anac.gov.br/arquivos/PA2013-1662.pdf;;;;;;
SDYA;SP0449;Carmo Couri;SÃO PAULO;São Paulo;Elevado;-23,596667;-46,685278;23°35'48.0"S;046°41'07.0"W;788,0;VFR;Sem Operação;14;Quadrado;18 m;4,00;Concreto;13/02/2023;PA2013-0391;https://pergamum.anac.gov.br/arquivos/PA2013-0391.pdf;;;;;;
SNLR;SP0713;Itautec;SÃO PAULO;São Paulo;No solo;-23,531111;-46,572222;23°31'52.0"S;046°34'20.0"W;743,0;VFR;VFR;8;Quadrado;21 m;5,00;Concreto;19/11/2022;PA2021-4942;https://pergamum.anac.gov.br/arquivos/PA2021-4942.pdf;;;;;;
SIIM;SC0053;Marisol;JARAGUÁ DO SUL;Santa Catarina;No solo;-26,481667;-49,063333;26°28'54.5"S;049°03'48.8"W;50,0;VFR;VFR;15 27;Quadrado;19 m;3,00;Concreto;29/11/2022;PA2012-2587;https://pergamum.anac.gov.br/arquivos/PA2012-2587.pdf;;;;;;
SSUN;SP0783;Terminal Petrobrás de Guarulhos;GUARULHOS;São Paulo;No solo;-23,470556;-46,447222;23°28'14.0"S;046°26'50.0"W;755,0;VFR;;4;Quadrado;19,5 m;3,00;Concreto;11/02/2025;PA2014-0325;https://pergamum.anac.gov.br/arquivos/PA2014-0325.pdf;;;;;;
SIHK;SP0500;Hospital Santa Catarina;SÃO PAULO;São Paulo;Elevado;-23,568889;-46,645556;23°34'08.0"S;046°38'44.0"W;873,0;VFR;VFR;32;Quadrado;19,5 m;4,00;Concreto;06/03/2023;PA2013-1511;https://pergamum.anac.gov.br/arquivos/PA2013-1511.pdf;;;;;;
SDXV;SP0447;Magazine Luiza;LOUVEIRA;São Paulo;No solo;-23,116944;-46,992222;23°07'01.9"S;046°59'32.0"W;720,0;VFR;VFR;22;Quadrado;21 m;4,00;Concreto;03/07/2023;PA2013-1685;https://pergamum.anac.gov.br/arquivos/PA2013-1685.pdf;;;;;;
SSOA;SP0764;Blue Tree Tower Faria Lima;SÃO PAULO;São Paulo;Elevado;-23,591111;-46,680833;23°35'28.0"S;046°40'51.0"W;821,0;VFR;VFR;4 22;Quadrado;18 m;3,00;Concreto;14/05/2022;PA2013-1095;https://pergamum.anac.gov.br/arquivos/PA2013-1095.pdf;;;;;;
SIYZ;SP0580;Condomínio Edifício Berrini 1681;SÃO PAULO;São Paulo;No solo;-23,611389;-46,694444;23°36'41.0"S;046°41'40.0"W;785,0;VFR;VFR;5;Quadrado;18 m;4,50;Concreto;22/08/2023;PA2013-2136;https://pergamum.anac.gov.br/arquivos/PA2013-2136.pdf;;;;;;
SILH;RJ0087;Lytorânea;ITAGUAÍ;Rio de Janeiro;No solo;-22,862778;-43,748333;22°51'46.0"S;043°44'54.0"W;23,0;VFR;VFR;26;Quadrado;18 m;3,00;Grama;06/02/2025;PA2015-0281;https://pergamum.anac.gov.br/arquivos/PA2015-0281.pdf;;;;;;
SDTU;SP0428;Itaúsa;SÃO PAULO;São Paulo;Elevado;-23,636389;-46,641944;23°38'11.0"S;046°38'31.0"W;846,0;VFR;VFR;3 14;Quadrado;24 m;4,00;Metálico;30/01/2023;PA2021-4476;https://pergamum.anac.gov.br/arquivos/PA2021-4476.pdf;;;;;;
SDTN;SP0426;REC Berrini TNU;SÃO PAULO;São Paulo;Elevado;-23,607778;-46,696667;23°36'28.9"S;046°41'48.1"W;815,0;VFR;VFR;13;Quadrado;18 m;3,00;Concreto;11/02/2024;PA2014-0327;https://pergamum.anac.gov.br/arquivos/PA2014-0327.pdf;;;;;;
SDGZ;SP0341;Bradesco Cidade de Deus;OSASCO;São Paulo;Elevado;-23,548889;-46,772222;23°32'56.0"S;046°46'20.0"W;771,0;VFR;VFR;7 27;Quadrado;21 m;4,25;Metálico;28/06/2031;PA2021-5235;https://pergamum.anac.gov.br/arquivos/PA2021-5235.pdf;;;;;;
SIRO;SP0545;Maksoud Plaza;SÃO PAULO;São Paulo;Elevado;-23,563056;-46,651111;23°33'47.0"S;046°39'04.0"W;890,0;VFR;VFR;27;Quadrado;21 m;4,30;Metálico;21/05/2031;PA2021-5048;https://pergamum.anac.gov.br/arquivos/PA2021-5048.pdf;;;;;;
SWDL;BA0229;Del Rey;SALVADOR;Bahia;No solo;-12,992778;-38,44;12°59'34.0"S;038°26'24.0"W;8,0;VFR;VFR;35;Quadrado;21 m;4,50;Concreto;01/07/2023;PA2013-1660;https://pergamum.anac.gov.br/arquivos/PA2013-1660.pdf;;;;;;
SDIT;SP0357;Itaú NPD Paulista;SÃO PAULO;São Paulo;Elevado;-23,576667;-46,658056;23°34'36.0"S;046°39'29.0"W;780,0;VFR;VFR;4 14;Quadrado;21 m;4,00;Metálico;24/01/2023;PA2013-0195;https://pergamum.anac.gov.br/arquivos/PA2013-0195.pdf;;;;;;
SNTE;SP0731;Terras II;ITU;São Paulo;No solo;-23,342778;-47,306111;23°20'34.0"S;047°18'22.0"W;652,0;VFR;VFR;24;Quadrado;22,5 m;5,00;Grama;13/10/2026;PA2016-2491;https://pergamum.anac.gov.br/arquivos/PA2016-2491.pdf;;;;;;
SSQE;SP0770;TV Mundial I;SÃO PAULO;São Paulo;Elevado;-23,568056;-46,708333;23°34'05.0"S;046°42'30.0"W;733,0;VFR;VFR;7;Quadrado;18 m;3,00;Concreto;13/02/2023;PA2013-0390;https://pergamum.anac.gov.br/arquivos/PA2013-0390.pdf;;;;;;
SDVU;SP0437;Conde Francisco Matarazzo;SÃO PAULO;São Paulo;Elevado;-23,563333;-46,652778;23°33'48.4"S;046°39'10.3"W;935,0;VFR;VFR;24;Quadrado;24 m;6,00;Concreto;14/09/2025;PA2018-3424;https://pergamum.anac.gov.br/arquivos/PA2018-3424.pdf;;;;;;
SDJW;SP0368;Rede D'Or São Luiz Morumbi;SÃO PAULO;São Paulo;Elevado;-23,590833;-46,703333;23°35'27.0"S;046°42'12.0"W;784,0;VFR;VFR;4 25;Quadrado;20 m;4,00;Concreto;06/03/2023;PA2016-3638;https://pergamum.anac.gov.br/arquivos/PA2016-3638.pdf;;;;;;
SIMM;SP0529;EDIFÍCIO CORPORATE PARK;SÃO PAULO;São Paulo;Elevado;-23,587222;-46,672222;23°35'14.8"S;046°40'20.0"W;809,0;VFR;VFR;8;Quadrado;22 m;5,00;Concreto;28/04/2031;PA2021-4813;https://pergamum.anac.gov.br/arquivos/PA2021-4813.pdf;;;;;;
SDEA;SP0313;Edifício HSBC Tower;SÃO PAULO;São Paulo;Elevado;-23,583056;-46,683889;23°34'59.0"S;046°41'02.0"W;798,0;VFR;VFR;14;Quadrado;20,5 m;5,00;Concreto;01/10/2023;PA2013-2551;https://pergamum.anac.gov.br/arquivos/PA2013-2551.pdf;;;;;;
